INSERT INTO `gado` (`id`, `codigo`, `leite`, `racao`, `peso`, `situacao`, `nascimento`) VALUES
(4743, 229433, 44.15, 450, 285, 3, '2023-02-04'),
(7012, 137131, 98.69, 444, 808, 2, '2023-11-22'),
(4713, 386833, 107.74, 147, 1071, 1, '2019-03-10'),
(1915, 834672, 76.56, 405, 273, 2, '2015-11-13'),
(9318, 599550, 10.08, 30, 1340, 0, '2015-10-19'),
(1897, 271182, 99.56, 108, 946, 0, '2011-01-31'),
(2403, 248908, 45.16, 167, 432, 2, '2023-01-22'),
(9375, 67879, 121.85, 155, 1362, 2, '2010-07-22'),
(9171, 48296, 92.82, 64, 246, 1, '2011-02-09'),
(4318, 696342, 81.91, 148, 745, 0, '2015-07-14'),
(5129, 305445, 115.18, 123, 221, 1, '2016-08-24'),
(2045, 269153, 57.59, 321, 1338, 3, '2019-11-22'),
(7546, 526442, 174.31, 322, 1229, 2, '2016-11-15'),
(9450, 155407, 175.19, 41, 385, 1, '2012-04-11'),
(161, 649106, 8.72, 361, 219, 2, '2018-07-02'),
(2314, 935519, 161.12, 139, 354, 0, '2016-02-16'),
(7544, 904513, 132.7, 412, 1291, 3, '2014-12-16'),
(7929, 450963, 176.61, 409, 1137, 1, '2010-07-20'),
(7808, 465349, 172.96, 484, 222, 2, '2020-06-01'),
(5529, 515844, 28.71, 174, 1012, 1, '2014-05-25'),
(6702, 840066, 162.79, 386, 1394, 0, '2015-08-11'),
(5319, 92089, 161.89, 198, 575, 3, '2012-03-07'),
(2161, 689940, 109.66, 252, 645, 0, '2011-02-03'),
(2218, 261261, 82.22, 380, 335, 0, '2010-07-24'),
(4217, 766208, 43.94, 302, 415, 1, '2020-12-03'),
(9498, 475228, 30.09, 114, 1029, 0, '2013-01-18'),
(8850, 290723, 67.28, 30, 812, 2, '2013-09-16'),
(8845, 495356, 90.4, 327, 659, 1, '2015-10-13'),
(2745, 740730, 39.85, 388, 771, 1, '2014-09-05'),
(3630, 121457, 73.78, 403, 767, 1, '2011-09-05'),
(8205, 748697, 170.69, 184, 622, 2, '2016-01-01'),
(9723, 782055, 183.19, 150, 436, 2, '2019-04-09'),
(8556, 436023, 75.97, 446, 1202, 3, '2016-06-23'),
(4662, 472435, 165.17, 115, 608, 3, '2011-01-26'),
(279, 17943, 94.46, 373, 314, 2, '2016-11-27'),
(4628, 110223, 114.62, 5, 926, 0, '2015-03-02'),
(2079, 216335, 77.28, 209, 692, 3, '2023-01-27'),
(1001, 300939, 50.93, 410, 908, 2, '2023-09-29'),
(2141, 338357, 90.33, 210, 488, 1, '2020-09-07'),
(3762, 442133, 101.66, 432, 737, 2, '2016-08-14'),
(9761, 70129, 83.73, 287, 847, 1, '2020-12-21'),
(9617, 465329, 17.63, 481, 444, 2, '2019-11-14'),
(7714, 494362, 92.3, 240, 1209, 1, '2021-12-31'),
(2168, 823105, 18.83, 376, 1196, 0, '2016-11-21'),
(3781, 41046, 22.65, 99, 742, 3, '2011-11-15'),
(1118, 206615, 138.76, 0, 894, 3, '2014-10-21'),
(3790, 24842, 85.04, 424, 557, 3, '2020-03-29'),
(1933, 176402, 170.04, 184, 326, 2, '2021-05-16'),
(4507, 470840, 114.35, 378, 1111, 3, '2015-02-21'),
(1952, 729106, 57.97, 383, 629, 3, '2023-06-17'),
(4611, 106269, 120.97, 384, 338, 3, '2020-02-06'),
(4967, 87782, 87.35, 487, 1044, 0, '2018-10-22'),
(5242, 597046, 119.75, 395, 1065, 1, '2021-05-14'),
(4413, 663681, 91.09, 414, 739, 2, '2014-05-29'),
(2267, 344771, 85.45, 342, 552, 0, '2021-11-23'),
(686, 990264, 17.27, 192, 300, 2, '2011-06-24'),
(8752, 643359, 6.43, 371, 985, 0, '2017-11-24'),
(5049, 663197, 25.06, 346, 181, 1, '2020-11-30'),
(7210, 944005, 67.45, 269, 1250, 0, '2018-07-24'),
(4424, 69925, 35.81, 469, 965, 1, '2022-08-25'),
(1587, 791018, 34.72, 181, 629, 0, '2017-12-19'),
(8345, 133443, 12.71, 251, 731, 1, '2010-02-20'),
(691, 853158, 174.21, 382, 588, 3, '2021-04-03'),
(943, 466521, 10.66, 471, 1229, 2, '2014-08-10'),
(5490, 327470, 50.63, 15, 752, 3, '2016-06-11'),
(8888, 889141, 178.37, 415, 524, 3, '2019-06-29'),
(9356, 245955, 181.77, 464, 1215, 0, '2019-11-15'),
(832, 108384, 66.78, 476, 873, 3, '2021-01-21'),
(3376, 952385, 63.5, 185, 1248, 0, '2010-10-29'),
(3868, 754734, 70.58, 353, 1364, 0, '2023-08-06'),
(687, 264182, 63.72, 139, 161, 2, '2013-03-14'),
(2500, 120696, 124.56, 203, 618, 2, '2018-12-22'),
(9441, 694301, 52.29, 454, 1073, 3, '2016-09-23'),
(9800, 953626, 10.07, 123, 253, 0, '2018-11-18'),
(5551, 199351, 76.58, 333, 1406, 1, '2012-12-04'),
(9053, 516288, 4.06, 337, 681, 1, '2019-03-01'),
(3248, 795059, 16.56, 366, 730, 3, '2017-10-31'),
(9892, 452200, 127.89, 373, 590, 1, '2013-10-15'),
(3633, 743607, 151.58, 203, 736, 0, '2018-01-27'),
(4998, 844, 44.53, 431, 900, 0, '2011-05-19'),
(2816, 695651, 153.79, 292, 409, 3, '2021-12-09'),
(9834, 277245, 129.14, 169, 744, 1, '2017-01-30'),
(712, 357656, 174.22, 305, 575, 1, '2011-10-09'),
(7740, 238291, 82.89, 114, 1400, 3, '2022-06-25'),
(3004, 583296, 143.25, 469, 584, 2, '2019-04-12'),
(8947, 133136, 146.36, 18, 1336, 2, '2022-02-04'),
(1265, 487644, 26.78, 153, 915, 0, '2016-04-10'),
(1695, 792821, 18.66, 301, 1196, 2, '2019-07-10'),
(9193, 95991, 5.13, 6, 1314, 2, '2014-07-12'),
(770, 465642, 160.37, 233, 1288, 3, '2018-04-12'),
(19, 573582, 71.78, 225, 586, 1, '2023-04-24'),
(3442, 684709, 178.92, 468, 1195, 1, '2014-12-15'),
(5219, 213857, 103.83, 410, 1083, 0, '2012-04-08'),
(8611, 423453, 47.27, 27, 186, 2, '2011-01-12'),
(847, 476346, 128.77, 318, 901, 1, '2019-06-30'),
(238, 214102, 113.95, 107, 1349, 1, '2022-02-17'),
(1135, 775814, 6.05, 217, 518, 2, '2023-10-22'),
(2402, 749160, 81.87, 133, 369, 2, '2016-09-03'),
(6486, 711848, 159.15, 279, 1358, 1, '2014-11-17'),
(4718, 840523, 13.58, 15, 1190, 0, '2011-12-01'),
(1097, 778764, 77.58, 331, 753, 3, '2010-12-15'),
(9291, 725531, 3.17, 257, 406, 3, '2016-03-28'),
(8533, 470154, 84.21, 286, 911, 0, '2018-11-25'),
(7178, 181396, 87.05, 303, 896, 1, '2017-06-22'),
(3400, 75210, 96.27, 347, 399, 0, '2017-03-07'),
(5965, 821002, 68.03, 219, 1053, 2, '2010-08-13'),
(3656, 759231, 34.06, 22, 928, 2, '2010-01-10'),
(1595, 385410, 154.06, 177, 791, 3, '2015-09-14'),
(9652, 542360, 103.69, 108, 972, 3, '2017-05-28'),
(919, 327163, 12.21, 393, 946, 2, '2015-10-30'),
(4354, 838059, 161.77, 171, 656, 0, '2022-06-18'),
(1893, 323532, 20.99, 271, 847, 0, '2011-10-27'),
(9682, 479470, 173.3, 110, 1294, 0, '2013-08-07'),
(947, 259546, 19.32, 377, 440, 0, '2018-12-14'),
(3249, 58670, 18.33, 481, 561, 2, '2021-04-28'),
(3615, 912278, 64.47, 312, 497, 0, '2019-11-10'),
(8642, 679031, 47.13, 279, 354, 2, '2013-07-16'),
(7625, 994854, 97.96, 145, 1182, 0, '2016-12-09'),
(3988, 627391, 178.83, 70, 1286, 3, '2021-04-24'),
(1392, 274235, 16.84, 420, 1140, 0, '2010-04-02'),
(7988, 139174, 7.41, 408, 1347, 3, '2020-06-30'),
(6125, 691408, 55.56, 11, 602, 2, '2017-09-24'),
(5283, 471321, 37.43, 422, 260, 2, '2011-08-07'),
(1727, 499974, 101.63, 342, 1381, 1, '2022-08-25'),
(3332, 392439, 184.91, 142, 1148, 3, '2023-01-21'),
(6430, 132414, 131.71, 131, 945, 2, '2018-10-25'),
(5899, 470549, 2.23, 426, 1008, 0, '2019-09-10'),
(4879, 96893, 56.63, 237, 759, 1, '2010-11-23'),
(2813, 907860, 64.25, 4, 955, 3, '2019-03-04'),
(780, 357724, 107.04, 34, 1086, 0, '2011-08-05'),
(8173, 962189, 17.22, 222, 278, 2, '2018-10-09'),
(9710, 260097, 121.0, 155, 308, 0, '2010-01-02'),
(6544, 921227, 11.7, 478, 287, 1, '2018-05-06'),
(2864, 479743, 122.78, 356, 1293, 2, '2016-01-20'),
(7913, 831199, 44.22, 210, 1206, 2, '2011-07-17'),
(1104, 578375, 72.31, 357, 1000, 1, '2022-10-01'),
(9712, 570538, 14.61, 416, 511, 3, '2021-09-08'),
(5145, 841665, 103.87, 380, 613, 1, '2020-02-15'),
(3403, 254033, 43.31, 365, 873, 2, '2010-07-19'),
(6823, 304502, 169.5, 417, 199, 3, '2018-10-16'),
(3792, 501757, 111.61, 451, 977, 2, '2020-09-21'),
(2297, 90629, 93.32, 283, 206, 0, '2016-11-28'),
(3845, 422019, 135.31, 462, 431, 1, '2019-10-09'),
(2228, 122840, 102.81, 67, 475, 2, '2010-03-04'),
(9994, 922593, 10.1, 462, 413, 2, '2015-08-19'),
(7146, 19986, 67.64, 231, 1215, 1, '2019-08-01'),
(88, 59311, 62.22, 387, 166, 1, '2013-05-14'),
(5398, 771229, 113.61, 316, 804, 1, '2014-09-15'),
(3549, 944504, 3.01, 111, 1306, 0, '2016-02-05'),
(4230, 897619, 132.07, 41, 705, 0, '2022-01-27'),
(5392, 492481, 155.4, 361, 896, 2, '2015-02-18'),
(5271, 182952, 145.22, 322, 190, 1, '2015-10-14'),
(384, 679777, 109.46, 398, 1119, 1, '2019-05-08'),
(4593, 863948, 178.13, 177, 638, 1, '2010-07-08'),
(2373, 142277, 162.4, 390, 1125, 3, '2012-03-28'),
(7708, 556864, 70.41, 110, 1005, 3, '2018-03-05'),
(7328, 498121, 161.27, 25, 1056, 1, '2021-05-25'),
(6362, 231832, 14.65, 41, 646, 3, '2010-10-24'),
(2338, 966509, 164.19, 445, 1056, 3, '2020-12-29'),
(897, 836503, 79.64, 170, 656, 3, '2013-12-26'),
(9590, 978921, 112.37, 407, 729, 1, '2017-01-19'),
(3733, 7236, 26.87, 279, 1315, 3, '2020-04-06'),
(8291, 303085, 82.45, 441, 867, 3, '2021-11-07'),
(4163, 177458, 7.69, 498, 169, 0, '2016-08-28'),
(9961, 31336, 176.79, 396, 1025, 3, '2021-11-09'),
(2235, 682246, 168.45, 232, 175, 0, '2018-02-10'),
(8996, 922149, 137.68, 448, 712, 1, '2017-06-19'),
(6124, 961754, 170.92, 55, 1161, 2, '2011-07-31'),
(2067, 619348, 99.01, 34, 513, 0, '2011-12-27'),
(3051, 144220, 85.15, 472, 959, 0, '2013-08-12'),
(4026, 736151, 162.27, 225, 1376, 3, '2011-08-12'),
(4325, 601615, 38.0, 320, 811, 3, '2014-04-16'),
(2737, 321237, 41.38, 103, 620, 0, '2013-05-26'),
(6176, 756024, 83.94, 101, 308, 3, '2015-01-01'),
(6250, 49305, 73.93, 441, 495, 1, '2012-02-04'),
(3321, 619598, 104.03, 324, 1018, 0, '2010-02-22'),
(3044, 179347, 66.56, 54, 875, 2, '2014-04-06'),
(946, 525098, 159.36, 38, 646, 0, '2019-06-22'),
(4644, 358187, 48.33, 105, 578, 1, '2011-06-13'),
(7637, 598779, 128.81, 371, 1281, 2, '2023-09-06'),
(52, 292838, 115.7, 107, 1215, 2, '2014-07-15'),
(9692, 451329, 3.3, 331, 515, 0, '2012-08-31'),
(6848, 584743, 22.6, 151, 570, 0, '2018-01-31'),
(5252, 538145, 127.19, 448, 1222, 1, '2020-06-24'),
(1022, 443775, 140.19, 330, 801, 0, '2020-06-09'),
(3584, 253349, 32.45, 487, 998, 3, '2011-10-16'),
(7317, 195366, 96.63, 152, 481, 3, '2019-08-27'),
(6796, 701655, 12.48, 116, 966, 3, '2013-05-30'),
(5940, 316188, 179.92, 272, 491, 0, '2016-09-18'),
(1764, 401889, 95.28, 270, 379, 1, '2011-02-04'),
(6808, 437956, 52.59, 448, 468, 3, '2015-12-12'),
(9437, 628155, 5.98, 75, 639, 2, '2021-06-25'),
(6448, 963421, 28.65, 210, 1377, 0, '2022-07-15'),
(3610, 107082, 26.09, 319, 397, 1, '2012-08-02'),
(1742, 712976, 7.34, 264, 515, 1, '2012-12-22'),
(3812, 394534, 49.54, 150, 1019, 3, '2023-03-07'),
(8369, 721571, 97.51, 172, 1379, 1, '2023-05-24'),
(2482, 682184, 41.08, 162, 934, 2, '2021-07-23'),
(6492, 24129, 136.0, 347, 803, 3, '2021-08-20'),
(9511, 476086, 178.6, 6, 685, 2, '2022-04-30'),
(115, 396220, 23.12, 382, 596, 1, '2022-08-23'),
(697, 861672, 183.35, 466, 1195, 0, '2014-03-02'),
(7788, 65512, 119.04, 258, 767, 1, '2017-05-13'),
(6096, 25174, 84.37, 76, 1388, 2, '2014-07-15'),
(6055, 518630, 98.17, 441, 1272, 2, '2011-06-24'),
(8017, 60403, 36.14, 301, 1078, 1, '2012-08-03'),
(6304, 994921, 24.44, 273, 1295, 3, '2012-08-24'),
(8969, 901444, 56.34, 294, 945, 2, '2021-07-03'),
(6792, 138367, 140.88, 433, 827, 1, '2017-04-22'),
(4372, 41904, 185.82, 49, 979, 1, '2020-10-28'),
(5934, 94223, 21.48, 208, 189, 3, '2011-10-19'),
(2191, 959793, 29.0, 109, 235, 1, '2019-12-26'),
(920, 209296, 156.57, 33, 193, 1, '2020-08-11'),
(8080, 782466, 37.5, 274, 1247, 3, '2019-04-26'),
(5210, 237987, 141.66, 491, 1319, 1, '2016-02-16'),
(2071, 644887, 174.51, 161, 1108, 3, '2015-07-28'),
(6889, 872519, 110.85, 393, 391, 3, '2016-03-18'),
(4023, 191936, 75.69, 74, 1316, 0, '2011-02-09'),
(3732, 260894, 128.31, 483, 899, 3, '2014-04-27'),
(9906, 730777, 88.05, 451, 1148, 2, '2021-04-19'),
(2196, 611545, 33.34, 56, 811, 0, '2018-12-04'),
(3106, 236980, 180.14, 151, 846, 3, '2017-10-10'),
(7194, 723123, 182.35, 431, 885, 2, '2023-03-15'),
(1444, 597115, 77.8, 212, 287, 1, '2016-02-05'),
(3270, 172945, 7.96, 269, 185, 1, '2011-03-18'),
(1447, 631953, 77.15, 393, 344, 3, '2015-01-02'),
(6340, 296462, 133.31, 300, 1075, 2, '2023-06-15'),
(155, 595714, 168.24, 107, 1295, 2, '2010-10-05'),
(8839, 811032, 139.66, 112, 663, 2, '2015-01-06'),
(6822, 408378, 93.97, 449, 383, 1, '2015-02-26'),
(6804, 720715, 13.86, 308, 1369, 3, '2021-03-26'),
(997, 88065, 11.19, 192, 367, 1, '2014-05-08'),
(3168, 678684, 130.02, 73, 462, 1, '2011-03-24'),
(4505, 285726, 54.9, 165, 1289, 0, '2020-06-10'),
(7499, 739086, 99.11, 54, 418, 0, '2018-12-23'),
(4885, 734552, 47.26, 130, 1214, 3, '2012-01-04'),
(3772, 947413, 127.9, 36, 900, 2, '2020-11-17'),
(6428, 725119, 164.52, 413, 1250, 1, '2012-01-19'),
(8615, 20664, 173.97, 371, 374, 0, '2023-05-28'),
(6504, 474642, 28.21, 263, 1232, 0, '2012-11-26'),
(5918, 317583, 120.41, 379, 1109, 0, '2018-03-15'),
(7026, 336256, 154.08, 469, 466, 2, '2017-06-04'),
(731, 793851, 29.61, 270, 713, 3, '2013-08-27'),
(8062, 723017, 152.79, 291, 944, 0, '2015-04-27'),
(9726, 14454, 126.96, 334, 833, 0, '2013-09-30'),
(8368, 613270, 127.64, 344, 580, 0, '2017-10-07'),
(7068, 169827, 173.37, 441, 666, 3, '2021-09-19'),
(4633, 963300, 131.67, 105, 989, 1, '2020-09-18'),
(7019, 460796, 180.49, 274, 658, 3, '2019-06-21'),
(709, 803614, 60.55, 490, 1309, 1, '2013-09-10'),
(57, 853941, 80.76, 435, 1050, 0, '2023-03-06'),
(600, 326468, 167.77, 42, 462, 3, '2011-06-16'),
(1560, 17704, 115.21, 427, 1046, 1, '2019-10-02'),
(4057, 449939, 9.67, 68, 933, 1, '2018-01-29'),
(6347, 932822, 122.3, 420, 194, 0, '2023-05-19'),
(3999, 415268, 181.35, 258, 941, 0, '2014-06-20'),
(1594, 400460, 73.99, 165, 575, 2, '2013-02-22'),
(1759, 87804, 68.19, 259, 988, 1, '2019-03-12'),
(2378, 875837, 45.84, 247, 1218, 2, '2011-12-19'),
(506, 796967, 52.48, 151, 649, 3, '2015-05-12'),
(3457, 311375, 25.79, 436, 314, 0, '2013-05-01'),
(4086, 716174, 108.26, 203, 996, 0, '2013-07-01'),
(9565, 962310, 12.54, 312, 349, 1, '2016-03-16'),
(4562, 522191, 169.45, 47, 1259, 0, '2016-06-12'),
(1736, 394410, 56.89, 291, 550, 0, '2011-10-13'),
(5961, 795303, 16.02, 190, 706, 3, '2023-07-17'),
(9939, 159704, 23.25, 373, 1327, 2, '2020-06-17'),
(9551, 202557, 18.5, 289, 848, 2, '2019-12-06'),
(9328, 666243, 57.46, 249, 356, 1, '2022-06-26'),
(7247, 410409, 51.62, 152, 207, 1, '2013-02-20'),
(2010, 53009, 108.21, 181, 712, 2, '2014-08-17'),
(3278, 316065, 105.5, 334, 317, 2, '2017-07-11'),
(4761, 504596, 101.48, 497, 647, 3, '2013-06-15'),
(5555, 663897, 174.44, 332, 341, 0, '2018-08-19'),
(1624, 741372, 31.82, 172, 1163, 3, '2018-12-16'),
(1571, 44161, 163.48, 59, 1376, 2, '2013-02-09'),
(5885, 797286, 5.87, 485, 310, 1, '2013-03-19'),
(3757, 814818, 42.26, 162, 639, 3, '2011-04-22'),
(9910, 336608, 61.87, 452, 697, 3, '2014-01-28'),
(1554, 807176, 5.05, 130, 265, 2, '2013-10-06'),
(1845, 847085, 158.17, 187, 795, 1, '2020-03-18'),
(8575, 357270, 75.95, 401, 196, 0, '2018-12-26'),
(9860, 314958, 112.14, 196, 897, 1, '2023-11-01'),
(4479, 723917, 98.93, 205, 1309, 2, '2014-10-08'),
(6725, 217638, 59.45, 365, 561, 1, '2017-01-19'),
(7108, 491504, 41.6, 210, 813, 3, '2013-08-14'),
(9793, 405027, 84.75, 405, 922, 2, '2010-02-06'),
(7252, 394049, 68.86, 311, 894, 3, '2013-07-15'),
(6945, 384755, 64.84, 443, 734, 3, '2010-12-08'),
(2662, 67212, 175.49, 15, 1339, 1, '2011-07-14'),
(5270, 469323, 56.58, 303, 720, 2, '2010-09-17'),
(7894, 831732, 30.52, 186, 1143, 2, '2017-10-04'),
(6533, 378834, 0.39, 291, 545, 1, '2015-10-10'),
(7218, 315308, 8.54, 396, 269, 3, '2010-11-06'),
(7111, 143660, 111.44, 427, 469, 0, '2016-11-15'),
(2821, 639018, 87.99, 25, 326, 0, '2015-12-20'),
(1757, 8606, 44.53, 340, 513, 3, '2014-07-18'),
(5442, 191287, 167.98, 353, 897, 2, '2010-07-21'),
(6547, 199586, 44.35, 492, 949, 3, '2021-08-07'),
(8138, 876021, 94.17, 315, 815, 3, '2017-10-06'),
(6264, 685142, 162.93, 384, 1005, 3, '2020-05-24'),
(231, 799846, 88.08, 304, 182, 0, '2011-06-11'),
(668, 245884, 6.28, 257, 213, 0, '2018-11-05'),
(7098, 152871, 116.72, 489, 595, 0, '2021-11-27'),
(4092, 359728, 106.45, 28, 1341, 1, '2014-09-13'),
(5699, 20975, 51.51, 252, 661, 1, '2014-03-26'),
(9097, 602351, 8.69, 487, 1213, 3, '2014-05-20'),
(1020, 821436, 180.58, 158, 712, 2, '2012-07-05'),
(4345, 834603, 96.57, 210, 558, 0, '2023-04-25'),
(2329, 656323, 107.91, 441, 976, 1, '2010-06-19'),
(2609, 662072, 63.24, 67, 667, 3, '2015-09-18'),
(8357, 723741, 37.12, 431, 580, 2, '2010-01-10'),
(3185, 35004, 150.76, 49, 793, 2, '2017-11-27'),
(6146, 727159, 126.46, 81, 1063, 1, '2023-11-05'),
(1262, 337949, 59.77, 387, 693, 3, '2023-07-05'),
(7705, 303041, 124.92, 418, 1320, 0, '2010-03-17'),
(2758, 263253, 54.53, 44, 663, 1, '2012-01-16'),
(9390, 372951, 100.05, 420, 1283, 1, '2021-06-27'),
(2075, 691724, 146.62, 273, 956, 0, '2012-02-18'),
(8612, 664499, 21.53, 425, 508, 2, '2021-01-26'),
(2345, 499496, 148.07, 141, 853, 0, '2012-10-12'),
(3095, 187173, 114.5, 158, 293, 1, '2014-01-04'),
(6174, 450650, 171.81, 63, 1159, 0, '2012-04-26'),
(4698, 208979, 127.18, 83, 1221, 2, '2012-02-03'),
(707, 806712, 176.14, 229, 284, 2, '2011-07-10'),
(4902, 94796, 80.42, 100, 719, 2, '2023-05-17'),
(1082, 881739, 20.09, 363, 1150, 0, '2019-03-22'),
(3132, 324603, 1.3, 39, 1074, 3, '2014-08-24'),
(9284, 303014, 91.25, 223, 981, 2, '2019-05-17'),
(254, 52599, 120.1, 224, 203, 1, '2014-06-07'),
(7704, 193473, 13.02, 107, 695, 3, '2013-09-19'),
(7424, 438324, 122.57, 184, 1183, 1, '2021-01-31'),
(3333, 104436, 48.09, 158, 227, 1, '2017-03-24'),
(7869, 896441, 138.45, 325, 1191, 0, '2010-03-16'),
(7906, 683293, 109.62, 401, 1122, 0, '2022-07-16'),
(9559, 281902, 3.42, 16, 254, 0, '2014-06-18'),
(8517, 17220, 109.25, 20, 635, 2, '2014-12-30'),
(5337, 861725, 29.76, 346, 657, 0, '2010-10-09'),
(6215, 567175, 73.27, 172, 1340, 2, '2016-04-02'),
(4911, 321636, 167.39, 496, 990, 2, '2022-09-12'),
(5865, 522932, 46.88, 314, 1155, 3, '2011-04-05'),
(2227, 350690, 183.24, 357, 978, 1, '2023-04-11'),
(998, 252534, 7.65, 207, 676, 3, '2010-01-29'),
(6755, 174249, 177.18, 12, 763, 1, '2011-10-11'),
(8949, 683199, 62.93, 446, 629, 0, '2014-03-28'),
(9217, 136436, 115.58, 317, 253, 3, '2011-07-15'),
(9438, 162503, 123.42, 418, 351, 1, '2023-11-09'),
(1902, 37168, 19.74, 473, 625, 0, '2012-01-17'),
(1209, 862671, 157.15, 258, 311, 1, '2014-08-07'),
(6258, 357531, 176.74, 162, 842, 2, '2019-05-02'),
(918, 389828, 55.64, 369, 370, 0, '2023-12-28'),
(8970, 422218, 42.34, 121, 761, 0, '2016-12-08'),
(3639, 152634, 50.09, 192, 622, 3, '2010-01-10'),
(8579, 621754, 178.25, 123, 1319, 2, '2017-10-18'),
(4974, 951159, 16.86, 457, 884, 2, '2014-04-21'),
(9949, 2366, 54.81, 428, 252, 3, '2013-08-08'),
(5627, 266170, 179.53, 312, 324, 1, '2013-09-15'),
(284, 275812, 130.99, 249, 1390, 1, '2015-12-29'),
(8260, 121364, 71.07, 26, 576, 3, '2011-04-16'),
(3287, 907782, 86.33, 450, 940, 1, '2015-07-20'),
(2592, 999133, 129.31, 371, 530, 2, '2018-11-11'),
(3546, 467985, 84.32, 263, 1006, 3, '2023-09-07'),
(9351, 234498, 177.24, 432, 967, 3, '2017-08-26'),
(490, 142150, 144.83, 433, 217, 1, '2015-08-25'),
(2691, 533405, 103.71, 435, 1235, 3, '2020-12-02'),
(5097, 905560, 133.09, 193, 1000, 0, '2022-10-16'),
(7467, 103181, 22.2, 157, 873, 3, '2020-09-01'),
(1128, 165847, 70.66, 233, 502, 0, '2019-11-25'),
(6791, 176144, 88.12, 460, 419, 2, '2023-01-26'),
(7547, 780583, 121.85, 175, 987, 3, '2014-06-18'),
(1847, 550873, 116.36, 285, 546, 2, '2023-05-17'),
(6522, 199178, 70.55, 172, 710, 1, '2020-12-04'),
(3571, 237234, 14.78, 32, 650, 0, '2018-09-24'),
(2229, 181473, 149.29, 460, 1209, 2, '2012-05-09'),
(9013, 595526, 6.02, 335, 430, 3, '2023-01-11'),
(4709, 641376, 180.07, 339, 950, 1, '2011-09-15'),
(1945, 353118, 161.8, 134, 1033, 0, '2019-06-09'),
(4996, 951335, 174.18, 129, 344, 2, '2012-10-22'),
(4901, 635457, 35.96, 395, 787, 0, '2012-08-25'),
(1154, 34892, 10.83, 245, 723, 3, '2015-01-18'),
(4636, 496632, 4.43, 301, 449, 2, '2017-09-06'),
(4604, 622318, 156.79, 330, 933, 3, '2018-11-08'),
(573, 928580, 83.55, 224, 507, 1, '2017-12-25'),
(9129, 571822, 171.9, 330, 774, 0, '2022-09-09'),
(1899, 801970, 94.41, 297, 550, 1, '2010-09-05'),
(189, 218435, 172.58, 210, 742, 3, '2014-02-20'),
(3981, 609764, 112.5, 162, 1005, 3, '2012-07-13'),
(7114, 647393, 183.22, 187, 309, 2, '2023-10-07'),
(3104, 927725, 124.87, 404, 436, 2, '2023-01-30'),
(8293, 634459, 108.93, 85, 1034, 1, '2011-09-10'),
(9610, 586908, 86.54, 137, 1175, 0, '2018-11-02'),
(1951, 501986, 18.77, 196, 979, 3, '2015-12-22'),
(1778, 829573, 83.28, 316, 1276, 1, '2017-03-03'),
(3599, 361166, 47.74, 225, 164, 3, '2020-09-20'),
(7165, 17975, 30.06, 409, 827, 0, '2021-06-29'),
(2660, 828607, 109.34, 338, 852, 3, '2012-02-13'),
(2015, 367439, 88.96, 364, 403, 2, '2013-02-23'),
(4094, 473802, 8.23, 51, 928, 0, '2019-06-10'),
(8298, 695044, 106.0, 417, 915, 0, '2012-07-08'),
(1969, 459624, 154.08, 380, 576, 1, '2018-10-01'),
(7470, 169218, 61.2, 493, 1140, 0, '2014-01-16'),
(8193, 355605, 90.29, 470, 1251, 2, '2014-03-03'),
(762, 95919, 66.95, 137, 699, 3, '2010-08-31'),
(8818, 351596, 111.3, 244, 914, 3, '2018-11-28'),
(632, 942831, 37.79, 153, 222, 3, '2020-04-13'),
(8626, 815768, 34.62, 474, 1003, 0, '2017-11-10'),
(2164, 67272, 46.65, 19, 357, 2, '2021-09-13'),
(2568, 747414, 71.72, 449, 1103, 1, '2015-05-06'),
(7502, 599104, 107.4, 378, 995, 1, '2011-11-27'),
(9748, 369940, 76.45, 9, 938, 1, '2020-09-20'),
(1533, 949702, 26.12, 29, 776, 3, '2013-04-22'),
(1240, 1974, 32.62, 249, 257, 3, '2014-10-21'),
(5805, 230443, 167.28, 340, 1233, 3, '2019-08-08'),
(8583, 531580, 157.66, 194, 320, 1, '2020-11-02'),
(8228, 904172, 184.29, 263, 1081, 1, '2019-07-16'),
(1792, 130034, 141.87, 114, 998, 2, '2010-12-19'),
(4739, 923612, 46.33, 367, 773, 0, '2022-04-11'),
(9515, 119030, 47.58, 330, 1341, 0, '2023-09-28'),
(4259, 136910, 105.64, 392, 613, 1, '2012-07-14'),
(4654, 229574, 57.98, 9, 351, 3, '2016-04-24'),
(5756, 780956, 71.02, 168, 320, 2, '2016-04-07'),
(3715, 18342, 142.49, 217, 262, 2, '2010-05-30'),
(8857, 733595, 117.06, 149, 818, 2, '2022-07-22'),
(8470, 33993, 145.48, 235, 962, 1, '2022-01-05'),
(4120, 476620, 93.3, 77, 1399, 2, '2012-01-30'),
(8067, 834235, 68.62, 117, 498, 3, '2016-08-19'),
(5995, 938449, 151.35, 182, 265, 1, '2017-11-08'),
(1582, 176305, 14.37, 229, 489, 1, '2018-09-10'),
(874, 790240, 128.75, 111, 1266, 3, '2020-03-05'),
(2440, 844375, 49.53, 7, 590, 0, '2012-04-07'),
(268, 254892, 19.12, 446, 1107, 3, '2016-10-19'),
(8566, 666030, 185.35, 20, 1024, 3, '2020-08-19'),
(60, 975435, 100.56, 298, 535, 0, '2016-05-02'),
